product_url,product_title,product_description,price,sku,product_image,product_category,delivery_cost
http://localhost:8888/magento2/test/summit-watch.html,"Summit Watch","Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.

Brushed metal case.
Water resistant (100 meters).
Buckle clasp.
Strap fits 7"" - 10"".
1-year limited warranty.
","54 EUR",24-MG03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/g/mg03-br-0.jpg,"Gear, Collections, Watches, New Luma Yoga Collection",4.90
http://localhost:8888/magento2/test/cruise-dual-analog-watch.html,"Cruise Dual Analog Watch","Whether you're traveling or wish you were, you'll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.

Two dials.
Stainless steel case.
Adjustable leather band.
","55 EUR",24-MG05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/g/mg05-br-0.jpg,"Gear, Collections, Watches, New Luma Yoga Collection",4.90
http://localhost:8888/magento2/test/dash-digital-watch.html,"Dash Digital Watch","The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.

Digital display.
LED backlight.
Rubber strap with buckle clasp.
1-year limited warranty.","92 EUR",24-MG02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/g/mg02-bk-0.jpg,"Gear, Collections, Watches, New Luma Yoga Collection",4.90
http://localhost:8888/magento2/test/luma-analog-watch.html,"Luma Analog Watch","Designed to stand up to your active lifestyle, this women's Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.

Precision Miyota&reg; three-hand movement.
","43 EUR",24-WG09,http://localhost:8888/magento2/test/pub/media/catalog/product/w/g/wg09-gr-0.jpg,"Gear, Watches",4.90
http://localhost:8888/magento2/test/bolo-sport-watch.html,"Bolo Sport Watch","The Bolo Sport Watch is sleek, sporty and sized just right to fit your smaller wrist. Easy to read and set up, it features a large digital face and button-activated alarm and stopwatch. The soft-touch resin band promises no-pinch comfort, while the water-resistant design lets you take your workout to the lap pool.

Displays time, day and date.
Two-tone design.
12/24 hour formats.
Nickel-free buckle on band.
Battery included.
","49 EUR",24-WG01,http://localhost:8888/magento2/test/pub/media/catalog/product/w/g/wg01-bk-0.jpg,"Gear, Watches",4.90
http://localhost:8888/magento2/test/clamber-watch.html,"Clamber Watch","Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face features an illuminated digital read-out of the current time and stopwatch functions.

Japanese quartz movement.
Strap fits 5"" to 6.0"".
","54 EUR",24-WG03,http://localhost:8888/magento2/test/pub/media/catalog/product/w/g/wg03-gr-0.jpg,"Gear, Watches",4.90
http://localhost:8888/magento2/test/didi-sport-watch.html,"Didi Sport Watch","The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.

Digital display.
LED backlight.
Rubber strap with buckle clasp.
1-year limited warranty.
","92 EUR",24-WG02,http://localhost:8888/magento2/test/pub/media/catalog/product/w/g/wg02-bk-0.jpg,"Gear, Collections, Watches, New Luma Yoga Collection",4.90
http://localhost:8888/magento2/test/beginner-s-yoga.html,"Beginner's Yoga","Beginner's Yoga starts you down the path toward strength, balance and mental focus. With this video download, you don't have to be a great athlete or gym guru to learn the best and most basic techniques for lifelong yoga foundation. 

Video download
Five workouts.
Balance, strength and endurance.
Flexibility and core strength.
Includes modification for novices.
","6 EUR",240-LV04,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt01.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/lifelong-fitness-iv.html,"LifeLong Fitness IV","Luma LifeLong Fitness Series is a world recognized, evidence based exercise program designed specifically for individuals focused on staying active their whole lives. If followed regularly, participants will see improved heart rate and blood pressure, increased mobility, reduced joint pain and overall improvement in functional fitness and health.

10 minute warm up.
30 minutes of mild aerobics.
20 minutes of strength, stretch and balance.
Extensive modifications for varying fitness levels.
","14 EUR",240-LV05,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt02.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/yoga-adventure.html,"Yoga Adventure","Luma presents an innovative power vinyasa yoga class for intermediate and advanced practitioners. The video allows you to pace yourself, but more intense work yields longer rest. This class is great for more advanced students looking to learn proper alignment in their yoga practice.

Includes a breakdown of 12 different postures.
Chataranga Dandasana and prayer twist.
Challenging posture (side crow).
55 minutes of movement.
","22 EUR",240-LV06,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt03.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/solo-power-circuit.html,"Solo Power Circuit","Circuit training helps banish the boredom of traditional workouts. The Solo Power Circuit download lets you experience Luma's maximum efficiency circuit training in the training time you have available. Learn secrets to shed pounds, decrease body fat, sculpt amazing abs, and tone to reshape your entire body. You'll feel the difference after just one circuit.

Targets abs, arms and legs.
6 fun interval training circuits.
Easy to follow.
No special equipment needed.
43 minutes.
","14 EUR",240-LV07,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt04.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/advanced-pilates-yoga-strength.html,"Advanced Pilates & Yoga (Strength)","Advanced Pilates & Yoga will help you to increase your flexibility and tone core muscle groups through an invigorating workout for your whole body. The Pilates workout is a thorough strength-conditioning session that boosts flexibility, endurance and posture. The Yoga workout incorporates legacy and new poses into one continuous routine that will leave you feeling exhausted and fulfilled at once.

Pilates-Yoga fusion.
Breathing warmup and cooldown.
Hour-long session.
High-definition video.
","18 EUR",240-LV08,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt05.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/luma-yoga-for-life.html,"Luma Yoga For Life","Increase strength + flexibility + metabolismBurn calories + feel greatGain energy + youthfulness + mental wellness Download descriptionTone up mind and bodyPro Yoga Instructor and Master Practitioner Marie Peale helps tone and sculpt your physique with her invigorating yet gentle approach.You'll learn to use yoga to relax, control stress and increase your calorie-burning capacity, all while exploring traditional and new yoga poses that lengthen and strengthen your full muscular structure.  Easy downloadAudio options: Music and instruction or instruction onlyHeart rate techniques explainedBreathing techniques explainedMove through exercises at your own paceTwo 25-minute workout episodes and one 40-minute workout episode with warm-up and cool down:Episode 1Creative, fun session geared toward opening your lungs. Combines stretching and breathing with a focus on hips and shoulders. Episode 2Ramp up the tempo and energy with calorie-burning flows. A stimulating workout introducing the body-sculpting power of yoga.Episode 3Push your fitness reach and stamina with an intense series of standing and floor exercises and poses. End this extra-length session with a meditative cool down.instructor bioAbout MarieMarie is a trained martial artist and dancer with a BS in Biological Engineering and over 10 years as a certified yoga teacher. Marie has studied yoga in England, India and, in 2009, at the Ashraqat Ashram Yoga Farm in the United States. She has been teaching full time since then. Her focus on strength and wellness combines a deep knowledge of human biology and motivation guided by unconditional love for her audience.","0 EUR",240-LV09,http://localhost:8888/magento2/test/pub/media/catalog/product/l/t/lt06.jpg,"Training, Video Download",4.90
http://localhost:8888/magento2/test/sprite-yoga-companion-kit.html,"Sprite Yoga Companion Kit","A well-rounded yoga workout takes more than a mat. The Sprite Yoga Companion Kit helps stock your studio with the basics you need for a full-range workout. The kit is composed of four best-selling Luma Sprite accessories in one easy bundle: statis ball, foam block, yoga strap, and foam roller. Choose sizes and colors and leave the rest to us. The kit includes:

 Sprite Statis Ball
 Sprite Foam Yoga Brick
 Sprite Yoga Strap
 Sprite Foam Roller
","61 EUR",24-WG080,http://localhost:8888/magento2/test/pub/media/catalog/product/l/u/luma-yoga-kit-2.jpg,"Gear, Fitness Equipment",4.90
http://localhost:8888/magento2/test/chaz-kangeroo-hoodie.html,"Chaz Kangeroo Hoodie","Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.
&bull; Two-tone gray heather hoodie.&bull; Drawstring-adjustable hood. &bull; Machine wash/dry.","52 EUR",MH01,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh01-gray_main.jpg,"Hoodies & Sweatshirts, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/teton-pullover-hoodie.html,"Teton Pullover Hoodie","This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
&bull; Black pullover hoodie.&bull; Soft, brushed interior. &bull; Front hand pockets. &bull; Machine wash/dry.","70 EUR",MH02,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh02-black_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/bruno-compete-hoodie.html,"Bruno Compete Hoodie","Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.
&bull; Full zip black hoodie pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Kangaroo pocket. &bull; Machine wash/dry.","63 EUR",MH03,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh03-black_main.jpg,"Hoodies & Sweatshirts, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/frankie-sweatshirt.html,"Frankie  Sweatshirt","The Frankie Sweatshirt is your best friend at long afternoon stadium stints or winter trailside campsites. The soft fleece fabric keeps you toasty as moisture-wicking technology kicks in when the sun comes out.
&bull; Light green crewneck sweatshirt.&bull; Hand pockets.&bull; Relaxed fit.&bull; Machine wash/dry.","60 EUR",MH04,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh04-green_main.jpg,"Hoodies & Sweatshirts, Eco Friendly, Default Category",4.90
http://localhost:8888/magento2/test/hollister-backyard-sweatshirt.html,"Hollister Backyard Sweatshirt","Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you're raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.
&bull; Cream crewneck sweatshirt with navy sleeves/trim.&bull; Relaxed fit. &bull; Ribbed cuffs and hem. &bull; Machine wash/dry.","52 EUR",MH05,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh05-white_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/stark-fundamental-hoodie.html,"Stark Fundamental Hoodie","You don't need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won't let you overheat.
&bull; Navy specked full zip hoodie.&bull; Ribbed cuffs, banded waist.&bull; Side pockets. &bull; Machine wash/dry.","42 EUR",MH06,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh06-blue_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/hero-hoodie.html,"Hero Hoodie","Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.
&bull; Full-zip gray and black hoodie.&bull; Ribbed hem.&bull; Standard fit.&bull; Drawcord hood cinch.&bull; Water-resistant coating.","54 EUR",MH07,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh07-gray_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/oslo-trek-hoodie.html,"Oslo Trek Hoodie","Chilly weather is just an excuse to throw on your toasty, handsome new Oslo Trek Hoodie. It features an adjustable drawstring hood and a kangaroo pocket for extra hand warmth. The ultra-soft, cozy lining will have you wishing for more brisk days.
&bull; Brown hoodie with black detail.&bull; Pullover. &bull; Adjustable drawstring hood. &bull; Ribbed cuffs/waistband. &bull; Machine wash/dry.","42 EUR",MH08,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh08-brown_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/abominable-hoodie.html,"Abominable Hoodie","It took CoolTech&trade; weather apparel know-how and lots of wind-resistant fabric to get the Abominable Hoodie just right. It's aggressively warm when it needs to be, while maintaining your comfort in milder climes.
&bull; Blue heather hoodie.&bull; Relaxed fit. &bull; Moisture-wicking. &bull; Machine wash/dry.","69 EUR",MH09,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh09-blue_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/mach-street-sweatshirt.html,"Mach Street Sweatshirt ","From hard streets to asphalt track, the Mach Street Sweatshirt holds up to wear and wind and rain. An infusion of performance and stylish comfort, with moisture-wicking LumaTech&trade; fabric, it's bound to become an everyday part of your active lifestyle
&bull; Navy heather crewneck sweatshirt.&bull; LumaTech&trade; moisture-wicking fabric.&bull; Antimicrobial, odor-resistant.&bull; Zip hand pockets.&bull; Chafe-resistant flatlock seams.&bull; Rib-knit cuffs and hem.","62 EUR",MH10,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh10-blue_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/grayson-crewneck-sweatshirt.html,"Grayson Crewneck Sweatshirt ","The Grayson Crewneck Sweatshirt gives you that ageless, classic look &ndash; a style that comes back around nearly every season. What's more, its performance and temp-control values are always in vogue.
&bull; Cream crewneck sweatshirt with black accents.&bull; 80% cotton/20% polyester fleece. &bull; Patterned knit hood lining. &bull; Knit cuffs and waist. &bull; Pouch pocket. &bull; Curl edged seam detail","64 EUR",MH11,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh11-white_main.jpg,"Hoodies & Sweatshirts",4.90
http://localhost:8888/magento2/test/ajax-full-zip-sweatshirt.html,"Ajax Full-Zip Sweatshirt ","The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.
&bull; Mint striped full zip hoodie.&bull; 100% bonded polyester fleece.&bull; Pouch pocket.&bull; Rib cuffs and hem. &bull; Machine washable.","69 EUR",MH12,http://localhost:8888/magento2/test/pub/media/catalog/product/m/h/mh12-green_main.jpg,"Hoodies & Sweatshirts",4.90
